phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	35
0	3	36	169
0	4	35	695
0	5	34	2391
0	6	33	7711
0	7	32	22855
0	8	31	56361
0	9	30	131463
0	10	29	289839
0	11	28	604499
0	12	27	1143651
0	13	26	1529560
0	14	25	1303273
0	15	24	1019051
0	16	23	803373
0	17	22	646558
0	18	21	471570
0	19	20	350722
0	20	19	242232
0	21	18	152612
0	22	17	91048
0	23	16	56528
0	24	15	33684
0	25	14	18332
0	26	13	11056
0	27	12	5934
0	28	11	2756
0	29	10	1240
0	30	9	502
0	31	8	178
0	32	7	68
0	33	6	28
0	34	5	12
0	35	4	4
0	36	3	2
0	37	2	0
0	38	1	0
0	39	0	0
