phase	depth	coefficient	nodes
0	0	-1	1
0	1	34	5
0	2	33	19
0	3	32	85
0	4	31	287
0	5	30	851
0	6	29	2085
0	7	28	4385
0	8	27	8809
0	9	26	16341
0	10	25	27863
0	11	24	46335
0	12	23	65123
0	13	22	96347
0	14	21	119769
0	15	20	124615
0	16	19	127439
0	17	18	115023
0	18	17	101443
0	19	16	76412
0	20	15	55661
0	21	14	40651
0	22	13	27923
0	23	12	17493
0	24	11	11457
0	25	10	6829
0	26	9	4075
0	27	8	2227
0	28	7	1151
0	29	6	559
0	30	5	253
0	31	4	97
0	32	3	41
0	33	2	19
0	34	1	5
0	35	0	5
1	0	-1	1
1	1	34	5
1	2	33	25
1	3	32	87
1	4	31	263
1	5	30	691
1	6	29	1609
1	7	28	3491
1	8	27	6811
1	9	26	11741
1	10	25	19615
1	11	24	29077
1	12	23	42279
1	13	22	52071
1	14	21	57045
1	15	20	60109
1	16	19	58145
1	17	18	55289
1	18	17	45471
1	19	16	39197
1	20	15	30089
1	21	14	21823
1	22	13	14337
1	23	12	9869
1	24	11	5981
1	25	10	3785
1	26	9	2163
1	27	8	1119
1	28	7	575
1	29	6	269
1	30	5	107
1	31	4	35
1	32	3	21
1	33	2	9
1	34	1	3
1	35	0	3
