phase	depth	coefficient	nodes
0	0	-1	1
0	1	37	7
0	2	36	33
0	3	35	135
0	4	34	483
0	5	33	1509
0	6	32	4531
0	7	31	12719
0	8	30	29739
0	9	29	65325
0	10	28	123885
0	11	27	226865
0	12	26	396345
0	13	25	602639
0	14	24	864015
0	15	23	1178233
0	16	22	1281325
0	17	21	1144116
0	18	20	891891
0	19	19	668940
0	20	18	491320
0	21	17	341050
0	22	16	253058
0	23	15	165560
0	24	14	110670
0	25	13	64122
0	26	12	38470
0	27	11	21304
0	28	10	11162
0	29	9	5776
0	30	8	2730
0	31	7	1174
0	32	6	510
0	33	5	214
0	34	4	82
0	35	3	44
0	36	2	16
0	37	1	2
0	38	0	0
