phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	35
0	3	36	133
0	4	35	407
0	5	34	1285
0	6	33	3829
0	7	32	9705
0	8	31	21665
0	9	30	43477
0	10	29	82505
0	11	28	144025
0	12	27	231775
0	13	26	330011
0	14	25	437819
0	15	24	520149
0	16	23	561031
0	17	22	638753
0	18	21	650289
0	19	20	666431
0	20	19	603045
0	21	18	496353
0	22	17	383558
0	23	16	266881
0	24	15	174272
0	25	14	105025
0	26	13	61859
0	27	12	36329
0	28	11	19861
0	29	10	9907
0	30	9	4395
0	31	8	1893
0	32	7	777
0	33	6	307
0	34	5	103
0	35	4	39
0	36	3	15
0	37	2	5
0	38	1	3
0	39	0	3
1	0	-1	1
1	1	38	7
1	2	37	33
1	3	36	115
1	4	35	383
1	5	34	1127
1	6	33	2937
1	7	32	6843
1	8	31	13451
1	9	30	25611
1	10	29	40371
1	11	28	66833
1	12	27	101607
1	13	26	137695
1	14	25	174255
1	15	24	190607
1	16	23	187971
1	17	22	202113
1	18	21	193853
1	19	20	178091
1	20	19	158629
1	21	18	126769
1	22	17	90415
1	23	16	62163
1	24	15	37109
1	25	14	21855
1	26	13	12607
1	27	12	6753
1	28	11	3561
1	29	10	1893
1	30	9	851
1	31	8	341
1	32	7	147
1	33	6	53
1	34	5	13
1	35	4	7
1	36	3	1
1	37	2	1
1	38	1	1
1	39	0	3
