phase	depth	coefficient	nodes
0	0	-1	1
0	1	39	9
0	2	38	51
0	3	37	239
0	4	36	1053
0	5	35	4231
0	6	34	15531
0	7	33	47117
0	8	32	128389
0	9	31	324747
0	10	30	700851
0	11	29	1316795
0	12	28	1784996
0	13	27	1590056
0	14	26	1073416
0	15	25	682281
0	16	24	485289
0	17	23	317036
0	18	22	208222
0	19	21	127380
0	20	20	80232
0	21	19	47960
0	22	18	29824
0	23	17	17200
0	24	16	8632
0	25	15	4610
0	26	14	2126
0	27	13	1028
0	28	12	464
0	29	11	156
0	30	10	56
0	31	9	18
0	32	8	4
0	33	7	0
0	34	6	0
0	35	5	0
0	36	4	0
0	37	3	0
0	38	2	0
0	39	1	0
0	40	0	0
