phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	34	5	0
0	2	33	23	0
0	3	32	89	0
0	4	31	249	0
0	5	30	747	0
0	6	29	1859	0
0	7	28	4265	0
0	8	27	9093	0
0	9	26	16433	0
0	10	25	26015	0
0	11	24	39143	0
0	12	23	54551	0
0	13	22	72785	0
0	14	21	91603	0
0	15	20	109721	0
0	16	19	132335	0
0	17	18	147433	0
0	18	17	145533	0
0	19	16	134099	0
0	20	15	119739	0
0	21	14	93795	0
0	22	13	68881	0
0	23	12	47319	0
0	24	11	29101	0
0	25	10	15749	0
0	26	9	0	101
0	27	8	0	62
0	28	7	0	25
0	29	6	0	4
0	30	5	0	4
0	31	4	0	0
0	32	3	0	0
0	33	2	0	0
0	34	1	0	0
0	35	0	0	3
