phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	23
0	3	27	93
0	4	26	301
0	5	25	793
0	6	24	1793
0	7	23	3919
0	8	22	8059
0	9	21	14145
0	10	20	23729
0	11	19	36704
0	12	18	53588
0	13	17	61435
0	14	16	55070
0	15	15	47310
0	16	14	35678
0	17	13	26805
0	18	12	18219
0	19	11	12900
0	20	10	8242
0	21	9	4939
0	22	8	2957
0	23	7	1584
0	24	6	833
0	25	5	427
0	26	4	194
0	27	3	91
0	28	2	42
0	29	1	10
0	30	0	5
1	0	-1	1
1	1	29	5
1	2	28	21
1	3	27	67
1	4	26	153
1	5	25	349
1	6	24	777
1	7	23	1503
1	8	22	2623
1	9	21	4397
1	10	20	6297
1	11	19	8231
1	12	18	9347
1	13	17	10115
1	14	16	10803
1	15	15	10829
1	16	14	9793
1	17	13	8205
1	18	12	6363
1	19	11	4929
1	20	10	3381
1	21	9	2223
1	22	8	1301
1	23	7	711
1	24	6	381
1	25	5	177
1	26	4	75
1	27	3	31
1	28	2	9
1	29	1	3
1	30	0	3
