phase	depth	coefficient	nodes
0	0	-1	1
0	1	30	5
0	2	29	19
0	3	28	67
0	4	27	183
0	5	26	465
0	6	25	1157
0	7	24	2495
0	8	23	4659
0	9	22	8159
0	10	21	14223
0	11	20	23123
0	12	19	34097
0	13	18	47187
0	14	17	55997
0	15	16	65698
0	16	15	62301
0	17	14	52238
0	18	13	40139
0	19	12	29452
0	20	11	19511
0	21	10	11445
0	22	9	7119
0	23	8	4374
0	24	7	2392
0	25	6	1263
0	26	5	647
0	27	4	341
0	28	3	124
0	29	2	57
0	30	1	24
0	31	0	9
1	0	-1	1
1	1	30	5
1	2	29	17
1	3	28	41
1	4	27	89
1	5	26	215
1	6	25	443
1	7	24	905
1	8	23	1583
1	9	22	2373
1	10	21	3479
1	11	20	4505
1	12	19	5791
1	13	18	6747
1	14	17	7185
1	15	16	6969
1	16	15	6657
1	17	14	5713
1	18	13	4975
1	19	12	3969
1	20	11	3013
1	21	10	2261
1	22	9	1461
1	23	8	911
1	24	7	563
1	25	6	303
1	26	5	157
1	27	4	77
1	28	3	29
1	29	2	15
1	30	1	9
1	31	0	3
