phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	39	9	0
0	2	38	57	0
0	3	37	253	0
0	4	36	791	0
0	5	35	1862	0
0	6	34	4002	0
0	7	33	8012	0
0	8	32	15831	0
0	9	31	27001	0
0	10	30	44744	0
0	11	29	71398	0
0	12	28	110628	0
0	13	27	161797	0
0	14	26	220749	0
0	15	25	296586	0
0	16	24	400886	0
0	17	23	558608	0
0	18	22	710533	0
0	19	21	881996	0
0	20	20	1001649	0
0	21	19	1032197	0
0	22	18	946110	0
0	23	17	764409	0
0	24	16	567737	0
0	25	15	436741	0
0	26	14	299879	0
0	27	13	200591	0
0	28	12	121602	0
0	29	11	68973	0
0	30	10	43237	0
0	31	9	0	523
0	32	8	0	349
0	33	7	0	158
0	34	6	0	60
0	35	5	0	16
0	36	4	0	12
0	37	3	0	4
0	38	2	0	2
0	39	1	0	2
0	40	0	0	5
1	0	-1	1	0
1	1	39	5	0
1	2	38	29	0
1	3	37	121	0
1	4	36	427	0
1	5	35	1305	0
1	6	34	3653	0
1	7	33	8817	0
1	8	32	18664	0
1	9	31	39106	0
1	10	30	72486	0
1	11	29	117816	0
1	12	28	185810	0
1	13	27	292349	0
1	14	26	389735	0
1	15	25	510220	0
1	16	24	602140	0
1	17	23	680751	0
1	18	22	683983	0
1	19	21	638944	0
1	20	20	608872	0
1	21	19	498175	0
1	22	18	410075	0
1	23	17	326018	0
1	24	16	258863	0
1	25	15	180551	0
1	26	14	123613	0
1	27	13	78036	0
1	28	12	43257	0
1	29	11	23852	0
1	30	10	13593	0
1	31	9	0	99
1	32	8	0	103
1	33	7	0	76
1	34	6	0	43
1	35	5	0	32
1	36	4	0	12
1	37	3	0	5
1	38	2	0	3
1	39	1	0	2
1	40	0	0	7
