phase	depth	coefficient	nodes
0	0	-1	1
0	1	30	5
0	2	29	21
0	3	28	65
0	4	27	197
0	5	26	485
0	6	25	1113
0	7	24	2455
0	8	23	4623
0	9	22	7871
0	10	21	12917
0	11	20	20583
0	12	19	29004
0	13	18	39023
0	14	17	44089
0	15	16	44608
0	16	15	39257
0	17	14	31172
0	18	13	24257
0	19	12	17932
0	20	11	11698
0	21	10	8376
0	22	9	5677
0	23	8	3432
0	24	7	1947
0	25	6	994
0	26	5	576
0	27	4	268
0	28	3	121
0	29	2	53
0	30	1	23
0	31	0	9
1	0	-1	1
1	1	30	5
1	2	29	17
1	3	28	53
1	4	27	117
1	5	26	265
1	6	25	565
1	7	24	1051
1	8	23	1851
1	9	22	3001
1	10	21	4731
1	11	20	6501
1	12	19	8813
1	13	18	10673
1	14	17	11971
1	15	16	12119
1	16	15	10835
1	17	14	9319
1	18	13	7583
1	19	12	5573
1	20	11	4119
1	21	10	2729
1	22	9	1845
1	23	8	1125
1	24	7	697
1	25	6	371
1	26	5	185
1	27	4	87
1	28	3	49
1	29	2	9
1	30	1	7
1	31	0	3
