phase	depth	coefficient	nodes
0	0	-1	1
0	1	38	7
0	2	37	41
0	3	36	207
0	4	35	887
0	5	34	3249
0	6	33	10355
0	7	32	29661
0	8	31	70721
0	9	30	160835
0	10	29	339471
0	11	28	686335
0	12	27	1203595
0	13	26	1456648
0	14	25	1229355
0	15	24	982617
0	16	23	808794
0	17	22	599213
0	18	21	440138
0	19	20	338326
0	20	19	235786
0	21	18	166998
0	22	17	102470
0	23	16	60264
0	24	15	34520
0	25	14	19740
0	26	13	10474
0	27	12	5154
0	28	11	2394
0	29	10	1034
0	30	9	436
0	31	8	178
0	32	7	70
0	33	6	22
0	34	5	4
0	35	4	0
0	36	3	0
0	37	2	0
0	38	1	0
0	39	0	0
