phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	36	7	0
0	2	35	30	0
0	3	34	117	0
0	4	33	390	0
0	5	32	1242	0
0	6	31	3563	0
0	7	30	8757	0
0	8	29	19321	0
0	9	28	38506	0
0	10	27	67204	0
0	11	26	104098	0
0	12	25	161813	0
0	13	24	238647	0
0	14	23	315576	0
0	15	22	404134	0
0	16	21	481287	0
0	17	20	532608	0
0	18	19	536166	0
0	19	18	531798	0
0	20	17	500297	0
0	21	16	420880	0
0	22	15	334351	0
0	23	14	241215	0
0	24	13	164444	0
0	25	12	103701	0
0	26	11	63458	0
0	27	10	39108	0
0	28	9	0	460
0	29	8	0	265
0	30	7	0	158
0	31	6	0	76
0	32	5	0	40
0	33	4	0	11
0	34	3	0	3
0	35	2	0	1
0	36	1	0	0
0	37	0	0	11
1	0	-1	1	0
1	1	36	5	0
1	2	35	23	0
1	3	34	95	0
1	4	33	317	0
1	5	32	961	0
1	6	31	2401	0
1	7	30	5277	0
1	8	29	10813	0
1	9	28	22251	0
1	10	27	41177	0
1	11	26	65123	0
1	12	25	92649	0
1	13	24	127893	0
1	14	23	161523	0
1	15	22	198745	0
1	16	21	214147	0
1	17	20	230031	0
1	18	19	221831	0
1	19	18	203499	0
1	20	17	180869	0
1	21	16	140377	0
1	22	15	110057	0
1	23	14	83593	0
1	24	13	59417	0
1	25	12	37307	0
1	26	11	21841	0
1	27	10	14231	0
1	28	9	0	169
1	29	8	0	139
1	30	7	0	58
1	31	6	0	27
1	32	5	0	8
1	33	4	0	5
1	34	3	0	2
1	35	2	0	0
1	36	1	0	0
1	37	0	0	2
