phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	30	5	0
0	2	29	19	0
0	3	28	51	0
0	4	27	129	0
0	5	26	285	0
0	6	25	581	0
0	7	24	989	0
0	8	23	1561	0
0	9	22	2135	0
0	10	21	3011	0
0	11	20	3747	0
0	12	19	4365	0
0	13	18	4829	0
0	14	17	4773	0
0	15	16	4201	0
0	16	15	3587	0
0	17	14	2925	0
0	18	13	2201	0
0	19	12	1601	0
0	20	11	1197	0
0	21	10	863	0
0	22	9	0	25
0	23	8	0	34
0	24	7	0	20
0	25	6	0	20
0	26	5	0	7
0	27	4	0	3
0	28	3	0	2
0	29	2	0	2
0	30	1	0	0
0	31	0	0	3
