phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000143,46276,46237,39,584,0,0,23135.845162,1.0119726262,1.0119726262,0
0,2.693678,66245,66145,100,1319,2,0,24593.166435,1.0119726262,1.0119726262,0
