phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000184,39650,39647,3,126,0,0,19822.673311,0.9679043216,0.9679043216,0
0,4.000357,81241,81228,13,438,0,0,20793.700139,0.9679043216,0.9679043216,0
0,4.569436,94825,94802,23,729,2,0,20752.116749,0.9679043216,0.9679043216,0
