phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	34	5	0
0	2	33	21	0
0	3	32	69	0
0	4	31	207	0
0	5	30	515	0
0	6	29	1309	0
0	7	28	2897	0
0	8	27	5495	0
0	9	26	10145	0
0	10	25	17347	0
0	11	24	27871	0
0	12	23	38709	0
0	13	22	49737	0
0	14	21	63801	0
0	15	20	79781	0
0	16	19	90209	0
0	17	18	91021	0
0	18	17	88347	0
0	19	16	77357	0
0	20	15	60711	0
0	21	14	48835	0
0	22	13	34958	0
0	23	12	24153	0
0	24	11	15399	0
0	25	10	9065	0
0	26	9	0	123
0	27	8	0	122
0	28	7	0	73
0	29	6	0	43
0	30	5	0	23
0	31	4	0	15
0	32	3	0	4
0	33	2	0	0
0	34	1	0	0
0	35	0	0	6
1	0	-1	1	0
1	1	34	5	0
1	2	33	21	0
1	3	32	61	0
1	4	31	185	0
1	5	30	455	0
1	6	29	1103	0
1	7	28	2367	0
1	8	27	4633	0
1	9	26	8791	0
1	10	25	15521	0
1	11	24	23675	0
1	12	23	34495	0
1	13	22	46215	0
1	14	21	60169	0
1	15	20	71149	0
1	16	19	75435	0
1	17	18	76663	0
1	18	17	72483	0
1	19	16	63061	0
1	20	15	52521	0
1	21	14	39283	0
1	22	13	28643	0
1	23	12	19365	0
1	24	11	12601	0
1	25	10	7361	0
1	26	9	0	47
1	27	8	0	44
1	28	7	0	20
1	29	6	0	10
1	30	5	0	11
1	31	4	0	2
1	32	3	0	2
1	33	2	0	0
1	34	1	0	0
1	35	0	0	2
