phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	17
0	3	27	47
0	4	26	117
0	5	25	247
0	6	24	481
0	7	23	875
0	8	22	1511
0	9	21	2375
0	10	20	3549
0	11	19	4757
0	12	18	5455
0	13	17	5519
0	14	16	5253
0	15	15	4853
0	16	14	4083
0	17	13	3459
0	18	12	2835
0	19	11	2289
0	20	10	1547
0	21	9	967
0	22	8	579
0	23	7	359
0	24	6	197
0	25	5	99
0	26	4	45
0	27	3	25
0	28	2	9
0	29	1	3
0	30	0	3
