phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	5
0	2	35	19
0	3	34	75
0	4	33	251
0	5	32	739
0	6	31	1975
0	7	30	4447
0	8	29	9231
0	9	28	17745
0	10	27	33013
0	11	26	54169
0	12	25	83195
0	13	24	108445
0	14	23	130313
0	15	22	165071
0	16	21	202655
0	17	20	230307
0	18	19	254719
0	19	18	245669
0	20	17	221033
0	21	16	188353
0	22	15	154031
0	23	14	112833
0	24	13	74731
0	25	12	45015
0	26	11	25983
0	27	10	14695
0	28	9	7989
0	29	8	4033
0	30	7	1853
0	31	6	789
0	32	5	351
0	33	4	133
0	34	3	41
0	35	2	19
0	36	1	3
0	37	0	3
1	0	-1	1
1	1	36	5
1	2	35	19
1	3	34	71
1	4	33	239
1	5	32	615
1	6	31	1617
1	7	30	3617
1	8	29	7371
1	9	28	14195
1	10	27	23743
1	11	26	39183
1	12	25	59613
1	13	24	85363
1	14	23	119117
1	15	22	144063
1	16	21	171119
1	17	20	185293
1	18	19	185869
1	19	18	172841
1	20	17	141945
1	21	16	104809
1	22	15	80559
1	23	14	61419
1	24	13	41623
1	25	12	26687
1	26	11	15639
1	27	10	8251
1	28	9	4391
1	29	8	2127
1	30	7	981
1	31	6	413
1	32	5	177
1	33	4	57
1	34	3	25
1	35	2	11
1	36	1	1
1	37	0	3
