phase,elapsed_s,work_nodes,tree_nodes,enumeration_nodes,rollout_jobs,exact_candidates,active_rollouts,rate_work_nodes_s,search_radius_over_gh,best_over_gh,radius_drops
0,2.000139,38222,38218,4,34,1,0,19109.176126,0.9993914765,0.9993914765,0
0,4.000267,76279,76275,4,67,1,0,19027.279391,0.9993914765,0.9993914765,0
0,6.000384,115090,115086,4,133,1,0,19404.359489,0.9993914765,0.9993914765,0
0,8.000502,153942,153938,4,204,1,0,19424.854390,0.9993914765,0.9993914765,0
0,10.000620,193368,193358,10,303,1,0,19711.844945,0.9993914765,0.9993914765,0
0,12.000743,232709,232699,10,404,1,0,19669.281400,0.9993914765,0.9993914765,0
0,14.000857,271661,271651,10,502,1,0,19474.897283,0.9993914765,0.9993914765,0
0,16.000973,312557,312531,26,744,1,0,20446.810773,0.9993914765,0.9993914765,0
0,18.001068,351846,351820,26,940,1,0,19643.568492,0.9993914765,0.9993914765,0
0,20.001158,391477,391451,26,1171,1,0,19814.605480,0.9993914765,0.9993914765,0
0,22.001252,430115,430089,26,1276,1,0,19318.093469,0.9993914765,0.9993914765,0
0,24.001352,468857,468823,34,1456,1,0,19370.036099,0.9993914765,0.9993914765,0
0,26.001492,506934,506898,36,1574,1,0,19037.166370,0.9993914765,0.9993914765,0
0,28.001630,545765,545728,37,1691,2,0,19414.152648,0.9357673172,0.9357673172,1
0,30.001752,582040,582002,38,1742,3,0,18136.398549,0.9357673172,0.9357673172,1
0,32.001875,619299,619261,38,1782,3,0,18628.350919,0.9357673172,0.9357673172,1
0,32.450016,627261,627223,38,1789,3,0,19330.088616,0.9357673172,0.9357673172,1
1,2.000144,38688,38685,3,51,1,0,19342.107059,0.9357673172,0.9357673172,0
1,4.000270,76914,76909,5,94,1,0,19111.800390,0.9357673172,0.9357673172,0
1,6.000413,115691,115682,9,165,1,0,19387.114170,0.9357673172,0.9357673172,0
1,8.000533,153415,153406,9,241,1,0,18860.864076,0.9357673172,0.9357673172,0
1,9.504971,181427,181418,9,317,1,0,19087.688997,0.9357673172,0.9357673172,0
