phase	depth	coefficient	nodes
0	0	-1	1
0	1	31	5
0	2	30	17
0	3	29	61
0	4	28	157
0	5	27	391
0	6	26	915
0	7	25	1867
0	8	24	3703
0	9	23	6195
0	10	22	9989
0	11	21	14689
0	12	20	19921
0	13	19	23133
0	14	18	29353
0	15	17	34659
0	16	16	37411
0	17	15	35263
0	18	14	30909
0	19	13	23996
0	20	12	18055
0	21	11	11997
0	22	10	7593
0	23	9	4753
0	24	8	2495
0	25	7	1401
0	26	6	749
0	27	5	363
0	28	4	171
0	29	3	85
0	30	2	39
0	31	1	13
0	32	0	3
1	0	-1	1
1	1	31	5
1	2	30	17
1	3	29	49
1	4	28	123
1	5	27	283
1	6	26	569
1	7	25	1117
1	8	24	1849
1	9	23	2853
1	10	22	4027
1	11	21	5187
1	12	20	6561
1	13	19	7935
1	14	18	8465
1	15	17	8559
1	16	16	7727
1	17	15	6683
1	18	14	5719
1	19	13	4551
1	20	12	3103
1	21	11	2057
1	22	10	1279
1	23	9	697
1	24	8	411
1	25	7	221
1	26	6	129
1	27	5	69
1	28	4	33
1	29	3	19
1	30	2	9
1	31	1	5
1	32	0	3
