phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	7
0	2	35	43
0	3	34	219
0	4	33	1093
0	5	32	4429
0	6	31	14679
0	7	30	41107
0	8	29	108555
0	9	28	272849
0	10	27	591315
0	11	26	1154769
0	12	25	1721607
0	13	24	1614204
0	14	23	1152556
0	15	22	763862
0	16	21	528555
0	17	20	359654
0	18	19	240770
0	19	18	157742
0	20	17	100644
0	21	16	68694
0	22	15	43238
0	23	14	27208
0	24	13	15700
0	25	12	8114
0	26	11	4474
0	27	10	2186
0	28	9	984
0	29	8	436
0	30	7	182
0	31	6	74
0	32	5	30
0	33	4	12
0	34	3	6
0	35	2	2
0	36	1	0
0	37	0	0
