phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	38	7	0
0	2	37	35	0
0	3	36	151	0
0	4	35	527	0
0	5	34	1801	0
0	6	33	5109	0
0	7	32	13669	0
0	8	31	34640	0
0	9	30	76712	0
0	10	29	149393	0
0	11	28	257366	0
0	12	27	380550	0
0	13	26	485354	0
0	14	25	598606	0
0	15	24	682470	0
0	16	23	831944	0
0	17	22	883745	0
0	18	21	866288	0
0	19	20	832915	0
0	20	19	725506	0
0	21	18	636296	0
0	22	17	526011	0
0	23	16	384784	0
0	24	15	262262	0
0	25	14	165651	0
0	26	13	94790	0
0	27	12	54611	0
0	28	11	31612	0
0	29	10	16829	0
0	30	9	0	90
0	31	8	0	116
0	32	7	0	69
0	33	6	0	41
0	34	5	0	31
0	35	4	0	17
0	36	3	0	0
0	37	2	0	0
0	38	1	0	0
0	39	0	0	3
