phase	depth	coefficient	nodes
0	0	-1	1
0	1	29	5
0	2	28	27
0	3	27	91
0	4	26	287
0	5	25	785
0	6	24	1887
0	7	23	4317
0	8	22	9185
0	9	21	18349
0	10	20	30726
0	11	19	49999
0	12	18	66844
0	13	17	67849
0	14	16	65089
0	15	15	55839
0	16	14	44251
0	17	13	33854
0	18	12	26588
0	19	11	19666
0	20	10	13660
0	21	9	9187
0	22	8	5697
0	23	7	3110
0	24	6	1596
0	25	5	776
0	26	4	349
0	27	3	142
0	28	2	55
0	29	1	23
0	30	0	11
1	0	-1	1
1	1	29	5
1	2	28	17
1	3	27	49
1	4	26	111
1	5	25	217
1	6	24	389
1	7	23	699
1	8	22	1137
1	9	21	1727
1	10	20	2439
1	11	19	3055
1	12	18	3467
1	13	17	3517
1	14	16	3191
1	15	15	2901
1	16	14	2483
1	17	13	2069
1	18	12	1659
1	19	11	1121
1	20	10	771
1	21	9	487
1	22	8	285
1	23	7	177
1	24	6	83
1	25	5	25
1	26	4	11
1	27	3	9
1	28	2	5
1	29	1	1
1	30	0	3
