phase	depth	coefficient	nodes
0	0	-1	1
0	1	35	5
0	2	34	23
0	3	33	75
0	4	32	243
0	5	31	643
0	6	30	1547
0	7	29	3221
0	8	28	6081
0	9	27	11459
0	10	26	19387
0	11	25	28033
0	12	24	42625
0	13	23	56333
0	14	22	71107
0	15	21	85279
0	16	20	97475
0	17	19	105531
0	18	18	99913
0	19	17	92031
0	20	16	75089
0	21	15	61777
0	22	14	49447
0	23	13	36075
0	24	12	27625
0	25	11	18137
0	26	10	11727
0	27	9	6867
0	28	8	3596
0	29	7	1699
0	30	6	831
0	31	5	347
0	32	4	149
0	33	3	63
0	34	2	23
0	35	1	9
0	36	0	3
1	0	-1	1
1	1	35	5
1	2	34	21
1	3	33	63
1	4	32	195
1	5	31	465
1	6	30	1079
1	7	29	2099
1	8	28	3719
1	9	27	6641
1	10	26	10503
1	11	25	14163
1	12	24	20379
1	13	23	25507
1	14	22	30165
1	15	21	33701
1	16	20	33943
1	17	19	30855
1	18	18	26543
1	19	17	22019
1	20	16	17565
1	21	15	14283
1	22	14	10601
1	23	13	7141
1	24	12	4527
1	25	11	2667
1	26	10	1437
1	27	9	743
1	28	8	383
1	29	7	179
1	30	6	107
1	31	5	41
1	32	4	21
1	33	3	7
1	34	2	1
1	35	1	1
1	36	0	3
