phase	depth	coefficient	nodes
0	0	-1	1
0	1	36	7
0	2	35	33
0	3	34	143
0	4	33	499
0	5	32	1477
0	6	31	3827
0	7	30	8779
0	8	29	21639
0	9	28	50307
0	10	27	114163
0	11	26	234653
0	12	25	429173
0	13	24	695842
0	14	23	940162
0	15	22	1053010
0	16	21	1089167
0	17	20	1005103
0	18	19	798125
0	19	18	690238
0	20	17	538047
0	21	16	429621
0	22	15	304606
0	23	14	223171
0	24	13	146986
0	25	12	92223
0	26	11	57259
0	27	10	33300
0	28	9	19205
0	29	8	10194
0	30	7	5101
0	31	6	2332
0	32	5	1011
0	33	4	381
0	34	3	151
0	35	2	41
0	36	1	16
0	37	0	7
1	0	-1	1
1	1	36	5
1	2	35	23
1	3	34	93
1	4	33	279
1	5	32	803
1	6	31	2003
1	7	30	4749
1	8	29	10925
1	9	28	23509
1	10	27	44815
1	11	26	76217
1	12	25	127913
1	13	24	184495
1	14	23	245331
1	15	22	305577
1	16	21	339205
1	17	20	336535
1	18	19	338833
1	19	18	302426
1	20	17	254670
1	21	16	213101
1	22	15	165099
1	23	14	118813
1	24	13	79073
1	25	12	52518
1	26	11	32647
1	27	10	18942
1	28	9	10453
1	29	8	5365
1	30	7	2369
1	31	6	1036
1	32	5	441
1	33	4	186
1	34	3	65
1	35	2	23
1	36	1	17
1	37	0	9
2	0	-1	1
2	1	36	5
2	2	35	23
2	3	34	91
2	4	33	311
2	5	32	903
2	6	31	2429
2	7	30	5941
2	8	29	13215
2	9	28	25605
2	10	27	43977
2	11	26	75285
2	12	25	112501
2	13	24	159055
2	14	23	208249
2	15	22	241411
2	16	21	245521
2	17	20	229261
2	18	19	231509
2	19	18	207637
2	20	17	172003
2	21	16	137851
2	22	15	113083
2	23	14	82243
2	24	13	52641
2	25	12	34141
2	26	11	19623
2	27	10	11591
2	28	9	6025
2	29	8	2993
2	30	7	1439
2	31	6	709
2	32	5	283
2	33	4	115
2	34	3	39
2	35	2	13
2	36	1	5
2	37	0	3
