phase	depth	coefficient	tree_nodes	enumeration_nodes
0	0	-1	1	0
0	1	39	7	0
0	2	38	39	0
0	3	37	149	0
0	4	36	543	0
0	5	35	1583	0
0	6	34	3983	0
0	7	33	9149	0
0	8	32	20251	0
0	9	31	41627	0
0	10	30	75121	0
0	11	29	132574	0
0	12	28	210915	0
0	13	27	306856	0
0	14	26	406161	0
0	15	25	475963	0
0	16	24	544083	0
0	17	23	618005	0
0	18	22	639985	0
0	19	21	627863	0
0	20	20	551295	0
0	21	19	468448	0
0	22	18	397347	0
0	23	17	313053	0
0	24	16	220388	0
0	25	15	148744	0
0	26	14	96345	0
0	27	13	56450	0
0	28	12	32662	0
0	29	11	17513	0
0	30	10	9219	0
0	31	9	0	98
0	32	8	0	76
0	33	7	0	73
0	34	6	0	45
0	35	5	0	24
0	36	4	0	15
0	37	3	0	9
0	38	2	0	4
0	39	1	0	2
0	40	0	0	8
1	0	-1	1	0
1	1	39	7	0
1	2	38	29	0
1	3	37	107	0
1	4	36	357	0
1	5	35	1057	0
1	6	34	2649	0
1	7	33	6161	0
1	8	32	13853	0
1	9	31	27321	0
1	10	30	47865	0
1	11	29	84499	0
1	12	28	145783	0
1	13	27	212975	0
1	14	26	314721	0
1	15	25	413533	0
1	16	24	508093	0
1	17	23	553019	0
1	18	22	565113	0
1	19	21	511739	0
1	20	20	445557	0
1	21	19	414489	0
1	22	18	331809	0
1	23	17	241815	0
1	24	16	170903	0
1	25	15	110429	0
1	26	14	69195	0
1	27	13	40023	0
1	28	12	21159	0
1	29	11	11127	0
1	30	10	5673	0
1	31	9	0	31
1	32	8	0	14
1	33	7	0	4
1	34	6	0	2
1	35	5	0	0
1	36	4	0	0
1	37	3	0	0
1	38	2	0	0
1	39	1	0	0
1	40	0	0	2
